Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Work;Service time;Age;Work load Average/day ;Hit target;Disciplinary failure;Son;Social drinker;Social smoker;Pet;Body mass index;Gabarito_Horas_Falta
15,0;11;6,0;4;260,0;49,0;11;36,0;281,95918043963104;97;0;4;1;0;0;23;8
0,0;6;2,0;3;240,0;28,0;12;48,0;275,6157838897275;96;1;1;0;1;5;33;0
23,0;2;6,0;2;172,0;51,0;18;38,0;252,27946175456768;96;0;0;1;0;0;31;2
28,0;8;3,0;1;252,0;26,0;16;41,0;249,5386132189083;93;0;0;1;0;0;23;4
19,0;2;2,0;2;232,0;52,0;1;31,0;263,03767978432035;97;0;1;1;0;8;21;3
22,0;2;2,0;2;226,0;28,0;13;33,0;251,52686156121248;96;0;2;0;0;2;25;9
13,0;8;5,0;1;302,0;26,0;13;43,0;263,47797864328334;94;0;2;1;1;1;25;1
23,0;3;6,0;2;227,0;26,0;9;27,0;345,3099236659495;95;0;1;0;0;2;24;1
19,0;4;6,0;3;260,0;50,0;11;37,0;326,2406263809474;96;0;4;1;0;0;23;57
22,0;12;4,0;4;361,0;52,0;3;28,0;260,23407639874165;97;0;1;1;0;4;27;8
10,0;10;2,0;4;247,0;25,0;14;47,0;285,9076416474648;91;0;2;0;0;1;32;7
28,0;1;4,0;2;185,0;50,0;18;38,0;326,52063409621155;100;0;0;1;0;0;31;1
13,0;1;2,0;2;183,0;26,0;9;30,0;312,4256763018876;96;0;0;0;0;0;19;3
14,0;9;2,0;4;288,0;32,0;12;39,0;242,5795003342596;92;0;1;1;0;1;25;31
24,0;10;2,0;4;291,0;36,0;13;33,0;264,3826701388389;88;0;2;1;0;1;30;9
23,0;12;3,0;4;225,0;27,0;9;28,0;278,62499095220795;98;0;1;0;0;2;24;2
19,0;4;4,0;3;378,0;49,0;11;36,0;323,93914578378406;96;0;2;0;1;4;21;8
14,0;12;5,0;4;359,0;51,0;3;28,0;279,3419232196431;98;0;1;1;0;4;27;4
28,0;6;6,0;1;247,0;24,0;16;42,0;251,8803757368117;95;0;0;1;0;0;23;3
23,0;2;3,0;2;225,0;27,0;9;28,0;266,2292145505792;97;0;1;0;0;2;24;3
27,0;1;6,0;2;112,0;9,0;10;37,0;309,4099807373671;95;0;0;0;0;0;28;2
23,0;7;6,0;1;126,0;13,0;18;50,0;228,5980361418112;92;0;1;1;0;0;31;0
23,0;6;4,0;1;120,0;13,0;18;50,0;255,64676626438973;95;0;1;1;0;0;31;2
25,0;12;5,0;4;234,0;11,0;14;37,0;237,5771111027978;93;0;1;0;0;1;29;3
23,0;10;5,0;4;172,0;26,0;9;30,0;251,7840876457964;93;0;0;0;0;0;19;2
11,0;6;3,0;1;331,0;16,0;3;28,0;253,64420586908483;95;0;0;0;0;0;25;0
18,0;8;5,0;1;226,0;28,0;12;49,0;202,4508028004125;92;0;1;0;1;5;33;9
1,0;10;2,0;4;176,0;25,0;9;30,0;262,4516186944871;88;0;0;0;0;0;19;7
19,0;4;6,0;3;226,0;50,0;11;36,0;328,56295293560413;96;0;4;1;0;0;23;55
0,0;6;2,0;3;272,0;12,0;8;33,0;274,1922079227403;96;1;0;0;0;0;25;0
28,0;9;3,0;1;293,0;32,0;12;40,0;297,55981432403644;81;0;1;1;0;1;25;4
19,0;10;5,0;4;290,0;35,0;13;33,0;265,0532946490587;88;0;2;1;0;1;30;16
28,0;5;4,0;3;235,0;16,0;8;32,0;235,24961785529865;99;0;0;0;0;0;25;1
25,0;8;2,0;1;179,0;23,0;17;40,0;251,1123511876833;93;0;2;0;1;0;22;1
18,0;1;3,0;2;177,0;26,0;9;30,0;306,6236246002156;95;0;0;0;0;0;19;9
18,0;1;3,0;2;154,0;12,0;14;34,0;305,86399757193425;95;0;2;1;0;0;25;8
19,0;4;3,0;3;359,0;51,0;3;28,0;244,2261467870085;91;0;1;1;0;4;27;9
28,0;12;4,0;4;291,0;31,0;12;40,0;280,34390167226;98;0;1;1;0;1;25;1
28,0;5;3,0;3;113,0;10,0;10;37,0;235,3214455354735;99;0;0;0;0;0;28;1
28,0;8;6,0;1;256,0;51,0;11;36,0;263,58978350057333;94;0;4;1;0;0;23;4
19,0;3;2,0;3;293,0;36,0;13;33,0;224,6099716059846;99;0;2;1;0;1;30;104
28,0;4;6,0;3;309,0;27,0;13;43,0;239,657098652576;98;0;2;1;1;1;25;9
23,0;8;4,0;1;247,0;25,0;14;47,0;270,07635824101243;94;0;2;0;0;1;32;1
28,0;8;3,0;1;123,0;9,0;11;36,0;248,8474954126461;93;0;0;0;0;0;28;4
23,0;10;6,0;4;177,0;51,0;18;38,0;255,1526440849269;93;0;0;1;0;0;31;3
12,0;2;4,0;2;229,0;50,0;1;31,0;263,9565367674714;97;0;1;1;0;8;21;3
23,0;11;4,0;4;226,0;28,0;9;28,0;304,0764956113363;93;0;1;0;0;2;24;2
14,0;4;6,0;3;246,0;24,0;16;41,0;326,4042472521222;96;0;0;1;0;0;23;8
23,0;11;5,0;4;184,0;52,0;18;39,0;286,9151374179859;97;0;0;1;0;0;31;1
23,0;9;6,0;4;260,0;26,0;11;36,0;240,91555933814664;92;0;4;1;0;0;23;5
12,0;12;2,0;4;221,0;26,0;9;28,0;235,78604750289085;93;0;1;0;0;2;24;3
25,0;6;2,0;1;116,0;11,0;10;37,0;276,47880146989587;96;0;0;0;0;0;28;2
22,0;7;4,0;1;226,0;52,0;3;28,0;261,59191957425435;93;0;1;1;0;4;27;7
27,0;1;2,0;2;186,0;25,0;9;30,0;311,7858095719686;96;0;0;0;0;0;19;1
28,0;6;2,0;3;179,0;52,0;18;38,0;255,3417786488289;95;0;0;1;0;0;31;2
26,0;10;4,0;4;287,0;35,0;13;33,0;254,51127062274057;93;0;2;1;0;1;30;8
7,0;10;2,0;4;117,0;9,0;9;37,0;261,9309316290778;88;0;0;0;0;0;28;4
0,0;11;6,0;4;377,0;48,0;11;36,0;281,7083110595928;97;1;2;0;1;4;21;1
10,0;4;4,0;3;116,0;11,0;10;37,0;243,2997522240876;91;0;0;0;0;0;28;3
18,0;8;4,0;1;293,0;37,0;13;33,0;206,2845023320293;92;0;2;1;0;1;30;7
19,0;4;5,0;3;229,0;28,0;9;27,0;248,44719416885377;91;0;1;0;0;2;24;7
0,0;11;6,0;4;226,0;49,0;11;36,0;285,28102529081946;97;1;2;0;1;4;21;0
28,0;8;6,0;1;262,0;50,0;11;37,0;266,21290748756763;94;0;4;1;0;0;23;4
27,0;2;4,0;2;185,0;52,0;18;38,0;266,4306558440932;97;0;0;1;0;0;31;1
23,0;7;6,0;1;261,0;49,0;11;36,0;238,5875318813865;97;0;4;1;0;0;23;3
28,0;9;5,0;1;289,0;30,0;12;40,0;260,9708355865505;87;0;1;1;0;1;25;1
7,0;10;2,0;4;116,0;11,0;10;37,0;263,4003005535182;88;0;0;0;0;0;28;4
23,0;12;6,0;4;225,0;26,0;9;28,0;281,3053256997117;98;0;1;0;0;2;24;4
28,0;2;6,0;2;258,0;49,0;11;36,0;305,0638359486616;99;0;4;1;0;0;23;2
23,0;3;2,0;2;249,0;26,0;14;47,0;222,0832599165496;99;0;2;0;0;1;32;1
1,0;3;2,0;2;154,0;12,0;14;33,0;342,4518223753694;95;0;2;1;0;0;25;16
23,0;3;4,0;3;114,0;15,0;24;46,0;221,21201290527745;99;0;2;1;1;0;25;6
25,0;8;5,0;1;178,0;51,0;18;38,0;247,66096747634327;93;0;0;1;0;0;31;4
25,0;8;5,0;1;178,0;51,0;18;38,0;249,46733249568592;93;0;0;1;0;0;31;3
19,0;7;6,0;1;234,0;52,0;1;31,0;261,34836437930534;93;0;1;1;0;8;21;2
25,0;8;2,0;1;185,0;23,0;17;39,0;247,5797236687171;93;0;2;0;1;0;22;1
23,0;8;4,0;1;246,0;25,0;14;47,0;264,82991568710634;94;0;2;0;0;1;32;2
11,0;4;4,0;3;123,0;10,0;10;36,0;238,9823588206596;98;0;0;0;0;0;28;1
28,0;9;6,0;4;288,0;30,0;12;40,0;293,9666450925356;81;0;1;1;0;1;25;3
23,0;7;5,0;1;296,0;36,0;13;33,0;241,35410940257773;97;0;2;1;0;1;30;2
13,0;11;6,0;4;230,0;25,0;9;28,0;307,1892105420459;93;0;1;0;0;2;24;2
23,0;8;5,0;1;236,0;12,0;14;37,0;205,17861605241467;92;0;1;0;0;1;29;4
10,0;4;4,0;3;226,0;11,0;10;37,0;245,48727995394407;91;0;0;0;0;0;28;2
18,0;2;2,0;2;331,0;15,0;4;28,0;302,5420208191722;99;0;0;0;0;0;25;8
19,0;1;2,0;2;115,0;26,0;10;37,0;310,6065688784164;95;0;0;0;0;0;28;2
7,0;9;2,0;4;226,0;33,0;12;40,0;297,07149479849755;81;0;1;1;0;1;25;40
23,0;2;6,0;2;179,0;52,0;18;38,0;252,29256380291585;96;0;0;1;0;0;31;3
19,0;10;5,0;4;289,0;26,0;13;33,0;263,2093377014494;88;0;2;1;0;1;30;16
27,0;1;5,0;2;176,0;52,0;18;37,0;313,69023396382295;96;0;0;1;0;0;31;4
19,0;10;5,0;4;285,0;35,0;13;33,0;262,45044763810324;88;0;2;1;0;1;30;16
5,0;5;3,0;3;117,0;26,0;18;50,0;237,6769645812525;99;0;1;1;0;0;31;3
23,0;12;4,0;4;227,0;26,0;9;29,0;282,41784542303293;98;0;1;0;0;2;24;4
14,0;3;3,0;3;125,0;13,0;19;50,0;242,80168980331692;98;0;1;1;0;0;31;2
12,0;3;3,0;2;230,0;15,0;16;58,0;219,94069231250143;99;0;2;0;0;1;22;112
28,0;3;2,0;2;182,0;50,0;18;37,0;242,2075548714621;98;0;0;1;0;0;31;2
27,0;2;3,0;2;174,0;52,0;18;38,0;263,12907142261867;97;0;0;1;0;0;31;2
23,0;11;6,0;4;228,0;25,0;9;28,0;265,0316579536134;93;0;1;0;0;2;24;4
28,0;12;3,0;4;113,0;12,0;18;50,0;232,79171701388265;93;0;1;1;0;0;31;-1
27,0;4;6,0;3;179,0;26,0;9;30,0;248,19947803083164;91;0;0;0;0;0;19;2
19,0;6;5,0;3;118,0;13,0;18;50,0;274,36962595330004;96;0;1;1;0;0;31;2
11,0;7;5,0;1;191,0;28,0;13;33,0;239,0926081278324;97;0;2;0;0;2;25;6
23,0;12;3,0;4;228,0;26,0;9;28,0;261,70808636075776;97;0;1;0;0;2;24;2
10,0;3;2,0;2;178,0;50,0;18;38,0;219,05608853944707;99;0;0;1;0;0;31;5
7,0;10;4,0;4;178,0;26,0;9;30,0;264,41469334167795;88;0;0;0;0;0;19;5
28,0;12;6,0;4;261,0;51,0;11;36,0;235,0041296704739;93;0;4;1;0;0;23;3
28,0;11;2,0;4;244,0;24,0;14;47,0;304,5956029765531;93;0;2;0;0;1;32;1
14,0;3;5,0;3;280,0;26,0;14;39,0;343,1251170381759;95;0;2;1;1;0;24;17
13,0;12;3,0;4;180,0;27,0;9;30,0;279,722420465017;98;0;0;0;0;0;19;16
13,0;5;6,0;3;328,0;16,0;4;28,0;246,5958867767494;99;0;0;0;0;0;24;9
28,0;5;5,0;3;295,0;30,0;12;40,0;236,1364557517387;99;0;1;1;0;1;25;4
11,0;10;5,0;4;234,0;15,0;8;32,0;285,2240732898321;91;0;0;0;0;0;25;3
23,0;3;6,0;2;226,0;25,0;9;28,0;344,0797441872827;95;0;1;0;0;2;24;0
26,0;9;4,0;4;236,0;20,0;13;44,0;291,98213018793257;81;0;1;1;0;0;38;8
28,0;4;2,0;3;176,0;26,0;18;38,0;241,2202883613845;98;0;0;1;0;0;31;3
19,0;12;6,0;2;240,0;26,0;16;41,0;265,5060458284896;97;0;0;1;0;0;23;8
0,0;7;3,0;1;119,0;13,0;18;50,0;238,6471940659349;97;1;1;1;0;0;31;-1
23,0;12;6,0;4;227,0;25,0;9;28,0;281,3494447910508;98;0;1;0;0;2;24;3
18,0;5;3,0;3;179,0;50,0;18;38,0;378,1546268575698;92;0;0;1;0;0;31;8
28,0;2;5,0;2;226,0;26,0;10;28,0;265,1932830474065;97;0;1;0;0;2;24;3
0,0;10;4,0;4;116,0;12,0;18;50,0;255,5930970843285;93;1;1;1;0;0;31;1
26,0;2;5,0;2;243,0;24,0;16;41,0;251,36150180611;96;0;0;1;0;0;23;8
28,0;11;4,0;4;294,0;26,0;12;40,0;267,68084344100185;93;0;1;1;0;1;25;2
0,0;6;6,0;3;226,0;50,0;18;38,0;257,5154687135175;95;1;0;1;0;0;31;-1
0,0;10;6,0;4;247,0;25,0;14;47,0;265,4266408821736;88;1;2;0;0;1;32;0
10,0;11;2,0;4;153,0;12,0;14;34,0;306,04236849147986;93;0;2;1;0;0;25;32
19,0;4;4,0;3;378,0;49,0;11;37,0;326,8466744199448;96;0;2;0;1;4;21;9
11,0;10;5,0;4;234,0;15,0;8;32,0;283,5152987905544;91;0;0;0;0;0;25;1
6,0;7;2,0;1;222,0;13,0;16;58,0;265,8447399364991;93;0;2;0;0;1;22;8
25,0;8;3,0;1;182,0;23,0;17;40,0;254,44690217538712;93;0;2;0;1;0;22;7
11,0;3;2,0;3;221,0;27,0;9;28,0;340,44600416146324;95;0;1;0;0;2;24;8
23,0;3;6,0;2;182,0;25,0;9;30,0;222,260778444951;99;0;0;0;0;0;19;3
10,0;11;2,0;4;156,0;12,0;14;33,0;302,73484999295897;93;0;2;1;0;0;25;32
23,0;11;3,0;4;221,0;26,0;9;28,0;268,0118720884245;93;0;1;0;0;2;24;2
14,0;10;3,0;4;287,0;30,0;12;40,0;258,3058615176536;93;0;1;1;0;1;25;10
19,0;9;4,0;1;292,0;36,0;13;34,0;291,9622586480607;81;0;2;1;0;1;30;24
28,0;10;6,0;4;256,0;50,0;11;37,0;267,01139439020085;88;0;4;1;0;0;23;3
23,0;9;3,0;1;226,0;52,0;18;38,0;237,97584545860872;92;0;0;1;0;0;31;2
23,0;2;3,0;2;226,0;26,0;9;28,0;267,62811378056495;97;0;1;0;0;2;24;4
19,0;1;2,0;2;226,0;10,0;10;37,0;328,9362034177908;100;0;0;0;0;0;28;32
18,0;5;4,0;3;224,0;13,0;16;58,0;245,81575819543733;99;0;2;0;0;1;22;9
25,0;2;5,0;2;226,0;27,0;9;29,0;261,8043679252356;97;0;1;0;0;2;24;3
23,0;10;3,0;4;227,0;25,0;9;28,0;286,3180007349696;91;0;1;0;0;2;24;2
28,0;8;3,0;1;114,0;10,0;10;37,0;249,3607668059507;93;0;0;0;0;0;28;4
14,0;7;6,0;1;248,0;25,0;16;41,0;241,3803281686666;97;0;0;1;0;0;23;8
23,0;1;5,0;2;177,0;42,0;8;27,0;308,7610906484018;95;0;0;0;0;0;21;2
28,0;4;6,0;3;263,0;26,0;10;36,0;239,42839715797663;98;0;4;1;0;0;23;4
13,0;4;5,0;3;289,0;35,0;13;33,0;328,4533078684229;96;0;2;1;0;1;30;15
22,0;2;2,0;2;190,0;29,0;13;33,0;258,4417554755848;96;0;2;0;0;2;25;8
25,0;8;5,0;1;178,0;50,0;18;38,0;254,7263338687916;93;0;0;1;0;0;31;5
21,0;3;5,0;2;240,0;11,0;14;37,0;241,3796689417516;98;0;1;0;0;1;29;8
13,0;4;4,0;3;246,0;24,0;16;41,0;327,3977837475608;96;0;0;1;0;0;23;23
25,0;8;3,0;1;175,0;22,0;17;40,0;250,2848486285442;93;0;2;0;1;0;22;8
7,0;3;2,0;2;226,0;27,0;9;28,0;221,7561569169508;99;0;1;0;0;2;24;7
23,0;9;2,0;1;176,0;26,0;18;38,0;261,3709333995972;87;0;0;1;0;0;31;4
26,0;7;3,0;1;281,0;35,0;13;33,0;240,3243299993271;97;0;2;1;0;1;30;3
26,0;7;3,0;1;325,0;16,0;4;28,0;274,41237479673254;98;0;0;0;0;0;25;7
28,0;12;2,0;4;176,0;52,0;18;38,0;235,25116181593148;93;0;0;1;0;0;31;2
22,0;3;4,0;2;291,0;30,0;12;40,0;346,516783403858;95;0;1;1;0;1;25;8
23,0;4;3,0;3;114,0;14,0;18;50,0;247,46782582581645;91;0;1;1;0;0;31;3
27,0;2;6,0;2;226,0;51,0;18;39,0;251,6208246977458;96;0;0;1;0;0;31;2
19,0;12;3,0;4;121,0;11,0;10;37,0;262,8970395582678;97;0;0;0;0;0;28;56
28,0;12;4,0;4;293,0;31,0;12;40,0;277,8429559180865;98;0;1;1;0;1;26;0
28,0;2;6,0;2;263,0;51,0;11;36,0;299,8693341807047;99;0;4;1;0;0;23;1
22,0;6;5,0;3;378,0;50,0;11;35,0;272,6011070195439;96;0;2;0;1;4;21;7
13,0;1;2,0;2;167,0;26,0;9;30,0;316,60120919762835;96;0;0;0;0;0;19;2
23,0;4;5,0;3;114,0;14,0;18;50,0;328,90596975954685;96;0;1;1;0;0;31;1
28,0;6;5,0;1;226,0;27,0;9;28,0;376,9586476484466;94;0;1;0;0;2;24;2
13,0;12;3,0;4;177,0;26,0;9;30,0;277,0910906348557;98;0;0;0;0;0;19;17
27,0;5;4,0;3;226,0;27,0;9;30,0;237,48311168328604;99;0;0;0;0;0;19;1
23,0;2;3,0;2;177,0;25,0;9;30,0;304,1190463910836;99;0;0;0;0;0;19;0
26,0;1;2,0;2;284,0;35,0;13;33,0;329,0541959642059;100;0;2;1;0;1;30;7
12,0;12;2,0;4;224,0;26,0;9;28,0;235,9875507090377;93;0;1;0;0;2;24;4
1,0;10;2,0;4;178,0;27,0;9;30,0;264,5524530390539;88;0;0;0;0;0;19;8
27,0;2;4,0;2;177,0;53,0;18;39,0;250,15976612423023;96;0;0;1;0;0;31;4
23,0;2;6,0;2;180,0;41,0;7;27,0;300,07600385071225;99;0;0;0;0;0;21;2
19,0;5;3,0;3;224,0;27,0;9;28,0;374,1320719746565;92;0;1;0;0;2;24;8
13,0;4;4,0;3;245,0;25,0;16;41,0;323,5753361424572;96;0;0;1;0;0;23;25
11,0;8;5,0;1;294,0;49,0;12;32,0;206,819114734551;92;0;0;1;0;0;23;4
0,0;10;2,0;4;224,0;26,0;9;28,0;286,728928840935;91;1;1;0;0;2;24;-1
27,0;5;4,0;3;180,0;26,0;9;30,0;235,51031196222897;99;0;0;0;0;0;19;2
23,0;9;6,0;1;256,0;24,0;14;47,0;264,04873498332773;87;0;2;0;0;1;32;1
23,0;9;3,0;1;179,0;51,0;18;38,0;242,38813788447723;92;0;0;1;0;0;31;3
23,0;9;4,0;1;220,0;28,0;9;28,0;262,08938454701905;87;0;1;0;0;2;24;0
28,0;6;3,0;3;117,0;11,0;10;37,0;254,74240115065243;95;0;0;0;0;0;28;3
26,0;6;6,0;3;115,0;10,0;10;37,0;281,2153144355034;96;0;0;0;0;0;28;8
13,0;8;5,0;1;304,0;26,0;13;43,0;264,78722008981475;94;0;2;1;1;1;25;1
0,0;9;3,0;1;226,0;51,0;12;33,0;293,3854363190442;81;1;0;1;0;0;23;0
25,0;12;5,0;4;232,0;10,0;14;37,0;234,1658886827553;93;0;1;0;0;1;30;2
23,0;12;2,0;4;239,0;11,0;14;37,0;241,4708057755197;93;0;1;0;0;1;29;3
23,0;10;2,0;4;234,0;20,0;13;44,0;263,95107748661763;88;0;1;1;0;0;38;2
23,0;11;6,0;4;225,0;25,0;9;28,0;270,3319919901082;93;0;1;0;0;2;24;3
0,0;9;3,0;1;236,0;35,0;14;39,0;293,4778176281274;81;1;2;1;0;2;35;-1
19,0;10;5,0;4;261,0;51,0;11;36,0;250,6169955923189;93;0;4;1;0;0;23;16
9,0;11;3,0;4;112,0;11,0;10;37,0;270,4722823188389;93;0;0;0;0;0;28;7
13,0;11;5,0;4;113,0;11,0;10;37,0;270,6771057919568;93;0;0;0;0;0;28;3
13,0;1;2,0;2;179,0;26,0;9;31,0;315,86867937971874;96;0;0;0;0;0;19;3
26,0;4;2,0;3;249,0;24,0;14;47,0;241,6017471006264;98;0;2;0;0;1;32;4
19,0;9;4,0;1;285,0;36,0;13;33,0;296,7951326829689;81;0;2;1;0;1;30;24
27,0;3;3,0;2;185,0;50,0;18;38,0;219,1370769927798;99;0;0;1;0;0;32;2
26,0;11;6,0;4;363,0;16,0;12;32,0;265,8692679015181;93;0;3;1;0;0;25;8
28,0;9;5,0;1;296,0;31,0;12;40,0;261,5182202065755;87;0;1;1;0;1;25;1
18,0;8;3,0;1;226,0;13,0;16;58,0;263,4450011218511;94;0;2;0;0;1;22;6
10,0;11;2,0;4;157,0;12,0;14;34,0;306,53595248452723;93;0;2;1;0;0;25;33
23,0;9;6,0;1;185,0;26,0;9;30,0;259,38281766302583;87;0;0;0;0;0;18;8
28,0;4;2,0;3;177,0;51,0;18;38,0;236,50394876187;98;0;0;1;0;0;31;5
23,0;10;2,0;4;189,0;29,0;13;33,0;280,42651975538445;91;0;2;0;0;2;25;9
13,0;3;4,0;2;261,0;50,0;11;36,0;344,2768643248081;95;0;4;1;0;0;23;9
0,0;10;6,0;4;226,0;25,0;14;47,0;260,7393310891146;88;1;2;0;0;1;32;-2
9,0;7;3,0;1;218,0;27,0;9;28,0;230,6550248310284;92;0;1;0;0;2;24;112
28,0;4;6,0;3;251,0;24,0;14;47,0;324,983678871023;96;0;2;0;0;1;32;8
23,0;2;5,0;2;193,0;28,0;13;33,0;306,27851013250364;99;0;2;0;0;2;25;8
6,0;7;2,0;1;229,0;13,0;16;58,0;266,4467884858578;93;0;2;0;0;1;22;9
28,0;5;2,0;3;226,0;10,0;10;37,0;249,15358232239493;99;0;0;0;0;0;28;2
22,0;5;6,0;3;226,0;14,0;15;42,0;240,66750495452763;99;0;2;1;0;2;28;7
22,0;3;4,0;2;295,0;30,0;12;40,0;342,1293873304755;95;0;1;1;0;1;25;8
6,0;11;6,0;4;153,0;12,0;14;34,0;307,15903646079005;93;0;2;1;0;0;25;8
28,0;8;2,0;1;257,0;51,0;11;36,0;246,1354253010082;93;0;4;1;0;0;23;2
21,0;11;5,0;4;181,0;26,0;17;40,0;306,9251053706101;93;0;2;0;1;0;22;9
28,0;6;6,0;3;263,0;50,0;11;36,0;255,98779025604892;95;0;4;1;0;0;23;5
27,0;2;6,0;2;180,0;51,0;18;38,0;252,339489592885;96;0;0;1;0;0;31;3
25,0;2;2,0;2;241,0;16,0;8;32,0;263,05773462269667;97;0;0;0;0;0;25;3
13,0;5;4,0;3;290,0;38,0;13;33,0;379,7664119024744;92;0;2;1;0;1;29;8
23,0;12;3,0;4;181,0;26,0;9;30,0;233,8183795497648;93;0;0;0;0;0;19;1
23,0;11;6,0;4;227,0;25,0;9;28,0;266,5581250184314;93;0;1;0;0;2;24;3
10,0;10;6,0;4;222,0;26,0;9;28,0;285,5254317216808;91;0;1;0;0;2;24;5
0,0;10;6,0;4;226,0;25,0;14;47,0;263,5282383050241;88;1;2;0;0;1;32;0
23,0;10;4,0;4;219,0;26,0;9;28,0;251,6754705553598;93;0;1;0;0;2;24;4
28,0;6;6,0;1;244,0;25,0;16;41,0;255,61580330063853;95;0;0;1;0;0;23;2
27,0;1;2,0;2;182,0;26,0;9;30,0;314,8689975658625;96;0;0;0;0;0;19;2
23,0;6;2,0;3;123,0;10,0;10;38,0;255,73099692205903;95;0;0;0;0;0;28;3
28,0;4;6,0;3;226,0;25,0;13;43,0;239,8206471977229;98;0;2;1;1;1;25;9
0,0;9;5,0;1;236,0;21,0;13;43,0;296,0267325213481;81;1;1;1;0;0;38;0
28,0;12;6,0;4;183,0;52,0;18;38,0;237,20985445788543;93;0;0;1;0;0;31;0
18,0;5;3,0;3;183,0;51,0;18;38,0;373,7862292391084;92;0;0;1;0;0;31;8
23,0;9;5,0;1;173,0;26,0;18;37,0;292,77664560408647;81;0;0;1;0;0;31;2
19,0;4;4,0;3;376,0;49,0;11;36,0;327,71123823403315;96;0;2;0;1;4;21;8
28,0;9;3,0;1;117,0;12,0;10;38,0;262,0407608638326;87;0;0;0;0;0;28;4
28,0;11;2,0;4;247,0;26,0;14;47,0;303,4589405237104;93;0;2;0;0;1;32;2
26,0;7;4,0;1;233,0;19,0;13;43,0;266,2908373321728;93;0;1;1;0;0;38;4
23,0;8;2,0;1;361,0;52,0;3;28,0;206,86795819626303;92;0;1;1;0;4;27;1
27,0;1;2,0;2;118,0;10,0;10;37,0;307,43368655663625;95;0;0;0;0;0;28;2
28,0;4;4,0;3;183,0;50,0;18;39,0;237,3930883616285;98;0;0;1;0;0;31;4
16,0;5;6,0;3;175,0;22,0;17;40,0;236,9172835773417;99;0;2;0;1;0;22;1
0,0;5;4,0;3;387,0;16,0;9;50,0;378,27328061186313;92;1;0;0;0;0;24;1
25,0;3;2,0;2;230,0;16,0;8;31,0;222,9967526759557;99;0;0;0;0;0;25;3
19,0;6;5,0;3;226,0;14,0;18;50,0;275,36325302494186;96;0;1;1;0;0;31;4
11,0;4;4,0;3;121,0;9,0;10;37,0;237,39913604819432;98;0;0;0;0;0;28;2
27,0;1;5,0;2;115,0;11,0;10;37,0;306,9603402126539;95;0;0;0;0;0;27;3
13,0;6;2,0;3;297,0;30,0;12;40,0;257,7801353099455;95;0;1;1;0;1;25;40
27,0;1;3,0;2;121,0;26,0;10;37,0;307,71615075407465;95;0;0;0;0;0;28;3
13,0;11;6,0;4;230,0;27,0;9;28,0;308,1713801755349;93;0;1;0;0;2;24;3
23,0;1;3,0;2;225,0;25,0;9;28,0;308,12091969235144;95;0;1;0;0;2;24;1
26,0;12;6,0;4;237,0;20,0;13;43,0;277,0794716010744;98;0;1;1;0;0;38;8
28,0;9;5,0;1;290,0;30,0;12;40,0;257,4989696387947;87;0;1;1;0;1;25;2
28,0;8;4,0;1;164,0;27,0;6;29,0;205,8192407911951;92;0;0;1;1;0;22;4
28,0;1;5,0;2;228,0;26,0;9;28,0;307,78496701661214;95;0;1;0;0;2;24;2
13,0;6;2,0;1;176,0;27,0;9;30,0;274,18556492353696;96;0;0;0;0;0;19;3
14,0;10;3,0;4;287,0;32,0;12;40,0;253,3725444183588;93;0;1;1;0;1;25;9
8,0;11;3,0;4;109,0;11,0;10;37,0;271,0604539612784;93;0;0;0;0;0;28;7
11,0;5;2,0;3;225,0;25,0;9;28,0;237,82711387198864;99;0;1;0;0;2;24;1
1,0;7;2,0;1;327,0;15,0;4;28,0;276,2174722562227;98;0;0;0;0;0;25;8
13,0;9;4,0;1;181,0;51,0;18;38,0;292,1179688396641;81;0;0;1;0;0;31;8
28,0;2;3,0;2;117,0;9,0;10;37,0;251,0005925824568;97;0;0;0;0;0;28;3
23,0;10;3,0;4;116,0;11,0;10;37,0;283,14513966434527;91;0;0;0;0;0;28;1
27,0;1;3,0;2;120,0;10,0;10;36,0;306,3349083640281;95;0;0;0;0;0;28;3
28,0;12;3,0;4;120,0;13,0;18;50,0;237,0040705118169;93;0;1;1;0;0;31;1
23,0;12;3,0;4;249,0;25,0;14;47,0;261,52646366641665;97;0;2;0;0;1;31;2
10,0;3;2,0;2;176,0;51,0;18;38,0;223,2834724966036;99;0;0;1;0;0;31;4
28,0;4;4,0;3;180,0;51,0;18;38,0;236,2607381667782;98;0;0;1;0;0;31;7
28,0;10;5,0;4;122,0;14,0;18;50,0;267,421078403724;88;0;1;1;0;0;31;1
27,0;3;4,0;3;176,0;50,0;18;38,0;223,93966938707925;99;0;0;1;0;0;31;4
28,0;10;6,0;4;257,0;51,0;11;35,0;255,75258858291733;93;0;4;1;0;0;23;3
23,0;10;6,0;4;353,0;52,0;3;28,0;251,88075015770767;93;0;1;1;0;4;27;1
27,0;2;2,0;2;180,0;52,0;18;37,0;249,3934656642795;96;0;0;1;0;0;31;3
24,0;8;3,0;1;290,0;37,0;13;32,0;204,9381586194952;92;0;2;1;0;1;30;8
23,0;3;5,0;2;246,0;25,0;14;47,0;220,99137889149813;99;0;2;0;0;1;32;2
22,0;7;2,0;1;290,0;35,0;13;33,0;232,49425792137333;92;0;2;1;0;1;30;9
